AF_Learning_1_Airflow_Ranges 000CB5AC
P2009_TGV___INTAKE_MANIFOLD_RUNNER_1_CIRCUIT_LOW 0009C63A
P2011_TGV_INTAKE_MANIFOLD_RUNNER_2_CIRCUIT_OPEN 00094459
P2011_TGV_INTAKE_MANIFOLD_RUNNER_2_CIRCUIT_OPEN_____ 0008795B
P2011_TGV___INTAKE_MANIFOLD_RUNNER_2_CIRCUIT_OPEN 0009C63D
P2012_TGV_INTAKE_MANIFOLD_RUNNER_2_CIRCUIT_LOW 00094457
P2012_TGV_INTAKE_MANIFOLD_RUNNER_2_CIRCUIT_LOW_____ 00087959
P2012_TGV___INTAKE_MANIFOLD_RUNNER_2_CIRCUIT_LOW 0009C63B
P2016_TGV_INTAKE_MANIFOLD_RUNNER_1_POS_SENSOR_LOW 00094452
P2016_TGV_INTAKE_MANIFOLD_RUNNER_1_POS_SENSOR_LOW_____ 00087954
P2016_TGV___INTAKE_MANIFOLD_RUNNER_1_POS_SENSOR_LOW 0009C636
P2017_TGV_INTAKE_MANIFOLD_RUNNER_1_POS_SENSOR_HIGH 00094453
P2017_TGV_INTAKE_MANIFOLD_RUNNER_1_POS_SENSOR_HIGH_____ 00087955
P2017_TGV___INTAKE_MANIFOLD_RUNNER_1_POS_SENSOR_HIGH 0009C637
P2021_TGV_INTAKE_MANIFOLD_RUNNER_2_POS_SENSOR_LOW 00094454
P2021_TGV_INTAKE_MANIFOLD_RUNNER_2_POS_SENSOR_LOW_____ 00087956
P2021_TGV___INTAKE_MANIFOLD_RUNNER_2_POS_SENSOR_LOW 0009C638
P2022_TGV_INTAKE_MANIFOLD_RUNNER_2_POS_SENSOR_HIGH 00094455
P2022_TGV_INTAKE_MANIFOLD_RUNNER_2_POS_SENSOR_HIGH_____ 00087957
P2022_TGV___INTAKE_MANIFOLD_RUNNER_2_POS_SENSOR_HIGH 0009C639
P2088_OCV_SOLENOID_A1_CIRCUIT_OPEN 0009443D
P2088_OCV_SOLENOID_A1_CIRCUIT_OPEN_____ 0008793D
P2088__OCV_SOLENOID_A1_CIRCUIT_OPEN 0009C621
P2089_OCV_SOLENOID_A1_CIRCUIT_SHORT 0009443C
P2089_OCV_SOLENOID_A1_CIRCUIT_SHORT_____ 0008793C
P2089__OCV_SOLENOID_A1_CIRCUIT_SHORT 0009C620
P2090_OCV_SOLENOID_B1_CIRCUIT_OPEN 0009C61D
P2091_OCV_SOLENOID_B1_CIRCUIT_SHORT 0009C61C
P2092_OCV_SOLENOID_A2_CIRCUIT_OPEN 0009443B
P2092_OCV_SOLENOID_A2_CIRCUIT_OPEN_____ 0008793B
P2092__OCV_SOLENOID_A2_CIRCUIT_OPEN 0009C61F
P2093_OCV_SOLENOID_A2_CIRCUIT_SHORT 0009443A
P2093_OCV_SOLENOID_A2_CIRCUIT_SHORT_____ 0008793A
P2093__OCV_SOLENOID_A2_CIRCUIT_SHORT 0009C61E
P2094_OCV_SOLENOID_B2_CIRCUIT_OPEN 0009C61B
P2095_OCV_SOLENOID_B2_CIRCUIT_SHORT 0009C61A
P2096_POST_CATALYST_TOO_LEAN_B1 00094427
P2096_POST_CATALYST_TOO_LEAN_B1_____ 00087926
P2096__POST_CATALYST_TOO_LEAN_B1 0009C60B
P2097_POST_CATALYST_TOO_RICH_B1 00094430
P2097_POST_CATALYST_TOO_RICH_B1_____ 0008792F
P2097__POST_CATALYST_TOO_RICH_B1 0009C614
P2101_THROTTLE_ACTUATOR_CIRCUIT_RANGEPERF 00094426
P2101_THROTTLE_ACTUATOR_CIRCUIT_RANGEPERF_____ 00087925
P2101_THROTTLE_ACTUATOR_CIRCUIT_RANGE_PERF 0009C60A
P2102_THROTTLE_ACTUATOR_CIRCUIT_LOW 00094424
P2102_THROTTLE_ACTUATOR_CIRCUIT_LOW_____ 00087923
P2102__THROTTLE_ACTUATOR_CIRCUIT_LOW 0009C608
P2103_THROTTLE_ACTUATOR_CIRCUIT_HIGH 00094425
P2103_THROTTLE_ACTUATOR_CIRCUIT_HIGH_____ 00087924
P2103__THROTTLE_ACTUATOR_CIRCUIT_HIGH 0009C609
P2109_TPS_A_MINIMUM_STOP_PERF 00094420
P2109_TPS_A_MINIMUM_STOP_PERF_____ 0008791F
P2109__TPS_A_MINIMUM_STOP_PERF 0009C604
P2122_TPS_D_CIRCUIT_LOW_INPUT 0009442D
P2122_TPS_D_CIRCUIT_LOW_INPUT_____ 0008792C
P2122__TPS_D_CIRCUIT_LOW_INPUT 0009C611
P2123_TPS_D_CIRCUIT_HIGH_INPUT 0009442E
P2123_TPS_D_CIRCUIT_HIGH_INPUT_____ 0008792D
P2123__TPS_D_CIRCUIT_HIGH_INPUT 0009C612
P2127_TPS_E_CIRCUIT_LOW_INPUT 0009442B
P2127_TPS_E_CIRCUIT_LOW_INPUT_____ 0008792A
P2127__TPS_E_CIRCUIT_LOW_INPUT 0009C60F
P2128_TPS_E_CIRCUIT_HIGH_INPUT 0009442C
P2128_TPS_E_CIRCUIT_HIGH_INPUT_____ 0008792B
P2128__TPS_E_CIRCUIT_HIGH_INPUT 0009C610
P2135_TPS_AB_VOLTAGE 0009442F
P2135_TPS_AB_VOLTAGE_____ 0008792E
P2135_TPS_A_B_VOLTAGE 0009C613
P2138_TPS_DE_VOLTAGE 0009442A
P2138_TPS_DE_VOLTAGE_____ 00087929
P2138_TPS_D_E_VOLTAGE 0009C60E
P219A_BANK_1_AFR_IMBALANCE 0009449A
P219A__BANK_1_AFR_IMBALANCE 0009C67E
P2401_EVAP_LEAK_DETECTION_PUMP_CONTROL_CIRCUIT_LOW 00094488
P2401__EVAP_LEAK_DETECTION_PUMP_CONTROL_CIRCUIT_LOW 0009C66C
P2402_EVAP_LEAK_DETECTION_PUMP_CONTROL_CIRCUIT_HIGH 0009449C
P2402__EVAP_LEAK_DETECTION_PUMP_CONTROL_CIRCUIT_HIGH 0009C680
P2404_EVAP_LEAK_DETECTION_PUMP_SENSE_CIRCUIT_RANGEPERF 0009449B
P2404_EVAP_LEAK_DETECTION_PUMP_SENSE_CIRCUIT_RANGE_PERF 0009C67F
P2419_EVAP_SWITCHING_VALVE_LOW 00094487
P2419_EVAP_SWITCHING_VALVE_LOW_____ 00087978
P2419__EVAP_SWITCHING_VALVE_LOW 0009C66B
P2420_EVAP_SWITCHING_VALVE_HIGH 00094486
P2420_EVAP_SWITCHING_VALVE_HIGH_____ 00087979
P2420__EVAP_SWITCHING_VALVE_HIGH 0009C66A
P2431_SECONDARY_AIR_PUMP_CIRCUIT_RANGEPERF 0009445D
P2431_SECONDARY_AIR_PUMP_CIRCUIT_RANGEPERF_____ 0008795F
P2431_SECONDARY_AIR_PUMP_CIRCUIT_RANGE_PERF 0009C641
P2432_SECONDARY_AIR_PUMP_CIRCUIT_LOW 0009445F
P2432_SECONDARY_AIR_PUMP_CIRCUIT_LOW_____ 00087961
P2432__SECONDARY_AIR_PUMP_CIRCUIT_LOW 0009C643
P2433_SECONDARY_AIR_PUMP_CIRCUIT_HIGH 0009445E
P2433_SECONDARY_AIR_PUMP_CIRCUIT_HIGH_____ 00087960
P2433__SECONDARY_AIR_PUMP_CIRCUIT_HIGH 0009C642
P2440_SECONDARY_AIR_PUMP_VALVE_1_STUCK_OPEN 0009446C
P2440_SECONDARY_AIR_PUMP_VALVE_1_STUCK_OPEN_____ 0008796F
P2440__SECONDARY_AIR_PUMP_VALVE_1_STUCK_OPEN 0009C650
P2441_SECONDARY_AIR_PUMP_VALVE_1_STUCK_CLOSED 0009446B
P2441_SECONDARY_AIR_PUMP_VALVE_1_STUCK_CLOSED_____ 0008796E
P2441__SECONDARY_AIR_PUMP_VALVE_1_STUCK_CLOSED 0009C64F
P2442_SECONDARY_AIR_PUMP_VALVE_2_STUCK_OPEN 0009446A
P2442_SECONDARY_AIR_PUMP_VALVE_2_STUCK_OPEN_____ 0008796D
P2442__SECONDARY_AIR_PUMP_VALVE_2_STUCK_OPEN 0009C64E
P2443_SECONDARY_AIR_PUMP_2_STUCK_CLOSED 00094469
P2443_SECONDARY_AIR_PUMP_2_STUCK_CLOSED_____ 0008796C
P2443__SECONDARY_AIR_PUMP_2_STUCK_CLOSED 0009C64D
P2444_SECONDARY_AIR_PUMP_1_STUCK_ON_B1 0009445A
P2444_SECONDARY_AIR_PUMP_1_STUCK_ON_B1_____ 0008795C
P2444__SECONDARY_AIR_PUMP_1_STUCK_ON_B1 0009C63E
P2610_ECMPCM_INTERNAL_ENGINE_OFF_TIMER_PERFORMANCE 00094485
P2610_ECM_PCM_INTERNAL_ENGINE_OFF_TIMER_PERFORMANCE 0009C669
Per_Injector_Pulse_Width_Compensation_A 000CFCFC
Per_Injector_Pulse_Width_Compensation_A_X_AXIS____ 000CD1B4
Per_Injector_Pulse_Width_Compensation_A_X_AXIS_________ 000D1410
Per_Injector_Pulse_Width_Compensation_A_Y_AXIS____ 000CD1F8
Per_Injector_Pulse_Width_Compensation_A_Y_AXIS_________ 000D1450
Per_Injector_Pulse_Width_Compensation_A_____ 000CD23C
Per_Injector_Pulse_Width_Compensation_A__________ 000D1490
Per_Injector_Pulse_Width_Compensation_B 000CFEA8
Per_Injector_Pulse_Width_Compensation_B_X_AXIS____ 000CD360
Per_Injector_Pulse_Width_Compensation_B_X_AXIS_________ 000D1590
Per_Injector_Pulse_Width_Compensation_B_Y_AXIS____ 000CD3A4
Per_Injector_Pulse_Width_Compensation_B_Y_AXIS_________ 000D15D0
Per_Injector_Pulse_Width_Compensation_B_____ 000CD3E8
Per_Injector_Pulse_Width_Compensation_B__________ 000D1610
Per_Injector_Pulse_Width_Compensation_C 000D0054
Per_Injector_Pulse_Width_Compensation_C_X_AXIS____ 000CD50C
Per_Injector_Pulse_Width_Compensation_C_X_AXIS_________ 000D1710
Per_Injector_Pulse_Width_Compensation_C_Y_AXIS____ 000CD550
Per_Injector_Pulse_Width_Compensation_C_Y_AXIS_________ 000D1750
Per_Injector_Pulse_Width_Compensation_C_____ 000CD594
Per_Injector_Pulse_Width_Compensation_C__________ 000D1790
Per_Injector_Pulse_Width_Compensation_D 000D0200
Per_Injector_Pulse_Width_Compensation_D_X_AXIS____ 000CD6B8
Per_Injector_Pulse_Width_Compensation_D_X_AXIS_________ 000D1890
Per_Injector_Pulse_Width_Compensation_D_Y_AXIS____ 000CD6FC
Per_Injector_Pulse_Width_Compensation_D_Y_AXIS_________ 000D18D0
Per_Injector_Pulse_Width_Compensation_D_____ 000CD740
Per_Injector_Pulse_Width_Compensation_D__________ 000D1910
Primary_Open_Loop_Fuel_Map_Switch_IAM 000CB6A4
Primary_Open_Loop_Fuel_Map_Switch_IAM_____ 000C8C68
Primary_Open_Loop_Fuel_Map_Switch_IAM__________ 000CCDC8
Primary_Open_Loop_Fueling 000CF244
Primary_Open_Loop_Fueling_Compensation_ECT 000CDBE0
Primary_Open_Loop_Fueling_Compensation_ECT_____ 000CB130
Primary_Open_Loop_Fueling_Compensation_ECT__________ 000CF2F4
Primary_Open_Loop_Fueling_Compensation_Timing_Compensation_ 000CC264
Primary_Open_Loop_Fueling_Compensation_Timing_Compensation_Y_AXIS____ 000C978C
Primary_Open_Loop_Fueling_Compensation_Timing_Compensation_Y_AXIS_________ 000CD934
Primary_Open_Loop_Fueling_Compensation_Timing_Compensation______ 000C97A4
Primary_Open_Loop_Fueling_Compensation_Timing_Compensation___________ 000CD94C
Primary_Open_Loop_Fueling_Failsafe 000CF404
Primary_Open_Loop_Fueling_Failsafe_KCA_Alternate_Mode_X_AXIS____ 000D11BC
Primary_Open_Loop_Fueling_Failsafe_KCA_Alternate_Mode_Y_AXIS____ 000D1208
Primary_Open_Loop_Fueling_Failsafe_KCA_Alternate_Mode____ 000D1250
Primary_Open_Loop_Fueling_Failsafe_X_AXIS____ 000CC8B8
Primary_Open_Loop_Fueling_Failsafe_X_AXIS_________ 000D0BE4
Primary_Open_Loop_Fueling_Failsafe_Y_AXIS____ 000CC8FC
Primary_Open_Loop_Fueling_Failsafe_Y_AXIS_________ 000D0C30
Primary_Open_Loop_Fueling_Failsafe_____ 000CC944
Primary_Open_Loop_Fueling_Failsafe__________ 000D0C78
Primary_Open_Loop_Fueling_KCA_Additive_B_High_X_AXIS____ 000D09F8
Primary_Open_Loop_Fueling_KCA_Additive_B_High_Y_AXIS____ 000D0A44
Primary_Open_Loop_Fueling_KCA_Additive_B_High____ 000D0A8C
Primary_Open_Loop_Fueling_KCA_Additive_B_Low_X_AXIS____ 000D0DE4
Primary_Open_Loop_Fueling_KCA_Additive_B_Low_Y_AXIS____ 000D0E30
Primary_Open_Loop_Fueling_KCA_Additive_B_Low____ 000D0E78
Primary_Open_Loop_Fueling_KCA_Alternate_Mode_X_AXIS____ 000D0FD0
Primary_Open_Loop_Fueling_KCA_Alternate_Mode_Y_AXIS____ 000D101C
Primary_Open_Loop_Fueling_KCA_Alternate_Mode____ 000D1064
Primary_Open_Loop_Fueling_X_AXIS____ 000CC6F8
Primary_Open_Loop_Fueling_Y_AXIS____ 000CC73C
Primary_Open_Loop_Fueling_____ 000CC784
PtrSsmGet_AF_Adjustment_Voltage_P68__________ 000658E0
PtrSsmGet_AF_Correction_1_P3__________ 000655B8
PtrSsmGet_AF_Correction_2_P5__________ 000655C0
PtrSsmGet_AF_Correction_3_32bit_ECU_P89__________ 000658D4
PtrSsmGet_AF_Heater_Duty_P43__________ 00065670
PtrSsmGet_AF_Lean_Correction_P42__________ 0006566C
PtrSsmGet_AF_Learning_1_P4__________ 000655BC
PtrSsmGet_AF_Learning_2_P6__________ 000655C4
PtrSsmGet_AF_Learning_3_P66__________ 000658D8
PtrSsmGet_AF_Sensor_1_Current_P54__________ 0006569C
PtrSsmGet_AF_Sensor_1_Heater_Current_P61__________ 000656E0
PtrSsmGet_AF_Sensor_1_P58__________ 000656AC
PtrSsmGet_AF_Sensor_1_Resistance_P56__________ 000656A4
PtrSsmGet_AF_Sensor_2_Current_P55__________ 000656A0
PtrSsmGet_AF_Sensor_2_Heater_Current_P62__________ 000656E4
PtrSsmGet_AF_Sensor_2_P59__________ 000656B0
PtrSsmGet_AF_Sensor_2_Resistance_P57__________ 000656A8
PtrSsmGet_Accelerator_Pedal_Angle_P30__________ 00065638
PtrSsmGet_Accumulated_Count_of_Overspeed_Instances_High_RPM_P199__________ 00065FF8
PtrSsmGet_Accumulated_Count_of_Overspeed_Instances_Very_High_RPM_P198__________ 00065FF4
PtrSsmGet_Actual_Common_Rail_Pressure_Time_Synchronized_P204__________ 00065E10
PtrSsmGet_AirFuel_Correction_4_P117__________ 000659C0
PtrSsmGet_AirFuel_Learning_4_P118__________ 000659C4
PtrSsmGet_Air_Mass_P160__________ 00065D30
PtrSsmGet_Alternator_Control_Mode_P185__________ 00065F5C
PtrSsmGet_Alternator_Duty_P46__________ 0006567C
PtrSsmGet_Atmospheric_Pressure_P24__________ 00065620
PtrSsmGet_Battery_Current_P183__________ 00065F58
PtrSsmGet_Battery_Temperature_P184__________ 00065F60
PtrSsmGet_Battery_Voltage_P17__________ 00065604
PtrSsmGet_Boost_Pressure_Feedback_P168__________ 00065D54
PtrSsmGet_Brake_Booster_Pressure_P77__________ 000659A4
PtrSsmGet_CO_Adjustment_P28__________ 00065630
PtrSsmGet_CPC_Valve_Duty_Ratio_P38__________ 0006565C
PtrSsmGet_Common_Rail_Pressure_P165__________ 00065D44
PtrSsmGet_Common_Rail_Target_Pressure_P164__________ 00065D40
PtrSsmGet_Coolant_Temperature_P2__________ 000655B4
PtrSsmGet_Cumulative_Ash_Ratio_P186__________ 00065F68
PtrSsmGet_Cumulative_oil_diesel_entry_P236__________ 0006601C
PtrSsmGet_Diesel_Particulate_Filter_DPF_Regeneration_Count_P207__________ 00066008
PtrSsmGet_Differential_Pressure_Sensor_Voltage_P20__________ 00065610
PtrSsmGet_Electric_Power_Steering_Current_P169__________ 00065D68
PtrSsmGet_Engine_Idle_Speed_User_Adjustment_AC_on_P241__________ 00065758
PtrSsmGet_Engine_Load_Relative_P1__________ 000655B0
PtrSsmGet_Engine_Speed_P8__________ 000655CC
PtrSsmGet_Estimated_Catalyst_Temperature_P190__________ 00065F78
PtrSsmGet_Estimated_Distance_to_Oil_Change_P205__________ 00065FFC
PtrSsmGet_Estimated_Temperature_of_the_Diesel_Particulate_Filter_DPF_P191__________ 00065F7C
PtrSsmGet_Estimated_odometer_P120__________ 000659CC
PtrSsmGet_Exhaust_Gas_Recirculation_EGR_Duty_P163__________ 00065D3C
PtrSsmGet_Exhaust_Gas_Recirculation_EGR_Target_Valve_Opening_Angle_P161__________ 00065D34
PtrSsmGet_Exhaust_Gas_Recirculation_EGR_Valve_Opening_Angle_P162__________ 00065D38
PtrSsmGet_Exhaust_Gas_Temperature_2_P116__________ 000659B0
PtrSsmGet_Exhaust_Gas_Temperature_P79__________ 000659AC
PtrSsmGet_Exhaust_Gas_Temperature_at_Catalyst_Inlet_P188__________ 00065F70
PtrSsmGet_Exhaust_Gas_Temperature_at_Diesel_Particulate_Filter_DPF_Inlet_P189__________ 00065F74
PtrSsmGet_Exhaust_OCV_Current_Left_P88__________ 00065A08
PtrSsmGet_Exhaust_OCV_Current_Right_P87__________ 00065A04
PtrSsmGet_Exhaust_OCV_Duty_Left_P86__________ 00065A00
PtrSsmGet_Exhaust_OCV_Duty_Right_P85__________ 000659FC
PtrSsmGet_Exhaust_VVT_Advance_Angle_Left_P84__________ 000659F8
PtrSsmGet_Exhaust_VVT_Advance_Angle_Right_P83__________ 000659F4
PtrSsmGet_Final_Initial_Torque_P238__________ 00065E5C
PtrSsmGet_Final_Injection_Amount_P156__________ 00065D1C
PtrSsmGet_Final_Main_Injection_Period_P229__________ 00065EF0
PtrSsmGet_Fine_Learning_Knock_Correction_P91__________ 00065BF8
PtrSsmGet_Front_O2_Heater_Current_1_P32__________ 00065640
PtrSsmGet_Front_O2_Heater_Current_2_P34__________ 00065648
PtrSsmGet_Front_O2_Sensor_1_P14__________ 000655EC
PtrSsmGet_Front_O2_Sensor_2_P16__________ 000655FC
PtrSsmGet_Fuel_Injector_1_Pulse_Width_P21__________ 00065614
PtrSsmGet_Fuel_Injector_2_Pulse_Width_P22__________ 00065618
PtrSsmGet_Fuel_Level_P35__________ 0006564C
PtrSsmGet_Fuel_Level_Sensor_Resistance_P119__________ 000659C8
PtrSsmGet_Fuel_Pressure_High_P78__________ 000659A8
PtrSsmGet_Fuel_Pump_Duty_P47__________ 00065680
PtrSsmGet_Fuel_Pump_Suction_Control_Valve_Current_Actual_P175__________ 00065D74
PtrSsmGet_Fuel_Pump_Suction_Control_Valve_Current_Target_P170__________ 00065D6C
PtrSsmGet_Fuel_Tank_Air_Pressure_P121__________ 00065B5C
PtrSsmGet_Fuel_Tank_Pressure_P154__________ 00065BFC
PtrSsmGet_Fuel_Tank_Pressure_P27__________ 0006562C
PtrSsmGet_Fuel_Temperature_P31__________ 0006563C
PtrSsmGet_Gear_Position_P60__________ 000656BC
PtrSsmGet_Global_Timing_User_Adjustment_Value_P239__________ 00065750
PtrSsmGet_Idle_Speed_Control_Valve_Duty_Ratio_P41__________ 00065668
PtrSsmGet_Idle_Speed_Control_Valve_Step_P44__________ 00065674
PtrSsmGet_Ignition_Total_Timing_P10__________ 000655D8
PtrSsmGet_Individual_Pump_Difference_Learning_Value_P228__________ 00065E74
PtrSsmGet_Intake_Air_Temperature_P11__________ 000655DC
PtrSsmGet_Intake_Air_Temperature_combined_P166__________ 00065D48
PtrSsmGet_Intake_OCV_Current_Left_P53__________ 00065698
PtrSsmGet_Intake_OCV_Current_Right_P52__________ 00065694
PtrSsmGet_Intake_OCV_Duty_Left_P51__________ 00065690
PtrSsmGet_Intake_OCV_Duty_Right_P50__________ 0006568C
PtrSsmGet_Intake_VVT_Advance_Angle_Left_P49__________ 00065688
PtrSsmGet_Intake_VVT_Advance_Angle_Right_P48__________ 00065684
PtrSsmGet_Interior_Heater_P178__________ 00065F54
PtrSsmGet_Knock_Correction_Advance_P23__________ 0006561C
PtrSsmGet_Learned_Ignition_Timing_Correction_P153__________ 00065978
PtrSsmGet_Learned_Ignition_Timing_P29__________ 00065634
PtrSsmGet_Main_Accelerator_Sensor_P76__________ 000659A0
PtrSsmGet_Main_Injection_Period_P155__________ 00065D18
PtrSsmGet_Main_Throttle_Sensor_P74__________ 00065998
PtrSsmGet_Manifold_Absolute_Pressure_P7__________ 000655C8
PtrSsmGet_Manifold_Relative_Pressure_P25__________ 00065624
PtrSsmGet_Mass_Airflow_P12__________ 000655E0
PtrSsmGet_Mass_Airflow_Sensor_Voltage_P18__________ 00065608
PtrSsmGet_Memorised_Cruise_Speed_P82__________ 000659BC
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_11_P208__________ 00065E88
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_12_P209__________ 00065E8C
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_13_P210__________ 00065E90
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_14_P211__________ 00065E94
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_21_P212__________ 00065E98
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_22_P213__________ 00065E9C
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_23_P214__________ 00065EA0
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_24_P215__________ 00065EA4
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_31_P216__________ 00065EA8
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_32_P217__________ 00065EAC
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_33_P218__________ 00065EB0
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_34_P219__________ 00065EB4
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_41_P220__________ 00065EB8
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_42_P221__________ 00065EBC
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_43_P222__________ 00065EC0
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_44_P223__________ 00065EC4
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_51_P224__________ 00065EC8
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_52_P225__________ 00065ECC
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_53_P226__________ 00065ED0
PtrSsmGet_MicroQuantityInjection_Final_Learning_Value_54_P227__________ 00065ED4
PtrSsmGet_Mileage_after_Injector_Learning_P176__________ 00065D7C
PtrSsmGet_Mileage_after_Injector_Replacement_P177__________ 00065DA4
PtrSsmGet_Number_of_Exh_Gas_Recirc_Steps_P45__________ 00065678
PtrSsmGet_Number_of_Times_Injected_P157__________ 00065D24
PtrSsmGet_Oil_Dilution_Ratio_P193__________ 00065F84
PtrSsmGet_Oil_Switching_Solenoid_Valve_OSV_Current_Left_P126__________ 000659F0
PtrSsmGet_Oil_Switching_Solenoid_Valve_OSV_Current_Right_P125__________ 000659EC
PtrSsmGet_Oil_Switching_Solenoid_Valve_OSV_Duty_Left_P124__________ 000659E8
PtrSsmGet_Oil_Switching_Solenoid_Valve_OSV_Duty_Right_P123__________ 000659E4
PtrSsmGet_Oil_Temperature_P122__________ 000659E0
PtrSsmGet_PreInjection_Amount_P234__________ 00065E50
PtrSsmGet_PreInjection_Final_Period_P233__________ 00065EE8
PtrSsmGet_PreInjection_Interval_P235__________ 00065E58
PtrSsmGet_Pressure_Difference_between_Diesel_Particulate_Filter_DPF_Inlet_and_Outlet_P187__________ 00065F6C
PtrSsmGet_Pressure_Differential_Sensor_P26__________ 00065628
PtrSsmGet_Primary_Wastegate_Duty_Cycle_P36__________ 00065654
PtrSsmGet_Quantity_Correction_Cylinder_1_P179__________ 00065F08
PtrSsmGet_Quantity_Correction_Cylinder_2_P180__________ 00065F0C
PtrSsmGet_Quantity_Correction_Cylinder_3_P181__________ 00065F10
PtrSsmGet_Quantity_Correction_Cylinder_4_P182__________ 00065F14
PtrSsmGet_Radiator_Fan_Control_P92__________ 00065650
PtrSsmGet_Rear_O2_Heater_Current_P33__________ 00065644
PtrSsmGet_Rear_O2_Heater_Voltage_P67__________ 000658DC
PtrSsmGet_Rear_O2_Sensor_P15__________ 000655F4
PtrSsmGet_Roughness_Monitor_Cylinder_1_P63__________ 000658CC
PtrSsmGet_Roughness_Monitor_Cylinder_2_P64__________ 000658D0
PtrSsmGet_Roughness_Monitor_Cylinder_3_P69__________ 000658F4
PtrSsmGet_Roughness_Monitor_Cylinder_4_P70__________ 000658F8
PtrSsmGet_Roughness_Monitor_Cylinder_5_P151__________ 00065950
PtrSsmGet_Roughness_Monitor_Cylinder_6_P152__________ 00065974
PtrSsmGet_Running_Distance_since_last_Diesel_Particulate_Filter_DPF_Regeneration_P206__________ 00066000
PtrSsmGet_SCV_Step_P81__________ 000659B8
PtrSsmGet_SIDrive_Mode_P114__________ 00065B3C
PtrSsmGet_Secondary_Air_Flow_P245__________ 00065B9C
PtrSsmGet_Secondary_Air_Piping_Pressure_P244__________ 000659B4
PtrSsmGet_Secondary_Wastegate_Duty_Cycle_P37__________ 00065658
PtrSsmGet_Soot_Accumulation_Ratio_P192__________ 00065F80
PtrSsmGet_Sub_Accelerator_Sensor_P75__________ 0006599C
PtrSsmGet_Sub_Throttle_Sensor_P73__________ 00065994
PtrSsmGet_Switches_108_x_x_x_x_x_x_x__________ 0006574C
PtrSsmGet_Switches_10_11_12_13_14_15_16_17__________ 00065720
PtrSsmGet_Switches_130_62_131_x_x_x_x_x__________ 00065A14
PtrSsmGet_Switches_148_149_x_150_151_152_153_154__________ 000658F0
PtrSsmGet_Switches_155_156_157_x_x_x_x_x__________ 00065BEC
PtrSsmGet_Switches_158_159_160_161_162_163_164_165__________ 00065BF0
PtrSsmGet_Switches_168_169_170_171_172_x_x_x__________ 00065CCC
PtrSsmGet_Switches_18_19_20_21_22_23_24_25__________ 00065724
PtrSsmGet_Switches_26_27_28_29_30_31_32_33__________ 00065728
PtrSsmGet_Switches_34_35_36_37_38_39_40_41__________ 0006572C
PtrSsmGet_Switches_42_43_44_45_46_47_48_49__________ 00065730
PtrSsmGet_Switches_4_5_x_6_7_8_9_x__________ 0006571C
PtrSsmGet_Switches_54_55_56_57_58_59_60_61__________ 00065738
PtrSsmGet_Switches_63_64_65_66_67_132_68_133__________ 00065A18
PtrSsmGet_Switches_72_73_74_75_50_51_52_53__________ 00065734
PtrSsmGet_Switches_x_1_2_3_x_69_70_71__________ 00065718
PtrSsmGet_Switches_x_x_x_x_x_x_82_x__________ 0006573C
PtrSsmGet_Target_Engine_Speed_P167__________ 00065D4C
PtrSsmGet_Target_Intake_Air_Amount_P159__________ 00065D2C
PtrSsmGet_Target_Intake_Manifold_Pressure_P158__________ 00065D28
PtrSsmGet_Throttle_Motor_Duty_P71__________ 0006597C
PtrSsmGet_Throttle_Motor_Voltage_P72__________ 00065980
PtrSsmGet_Throttle_Opening_Angle_P13__________ 000655E8
PtrSsmGet_Throttle_Sensor_Closed_Voltage_P115__________ 00065B40
PtrSsmGet_Throttle_Sensor_Voltage_P19__________ 0006560C
PtrSsmGet_Tumble_Valve_Position_Sensor_Left_P40__________ 00065664
PtrSsmGet_Tumble_Valve_Position_Sensor_Right_P39__________ 00065660
PtrSsmGet_VVL_Lift_Mode_P127__________ 00065A0C
PtrSsmGet_Vehicle_Speed_P9__________ 000655D4
Radiator_Fan_Modes_A_ECT 000D84DC
Radiator_Fan_Modes_A_ECT_____ 000D56B8
Radiator_Fan_Modes_A_ECT__________ 000DA460
Radiator_Fan_Modes_B_ECT 000D84EC
Radiator_Fan_Modes_B_ECT_____ 000D56C8
Radiator_Fan_Modes_B_ECT__________ 000DA470
Radiator_Fan_Modes_Veh_Speed 000D84FC
Radiator_Fan_Modes_Veh_Speed_____ 000D56D8
